DATE,OPEN,HIGH,LOW,CLOSE
1.97E+07,101.62,101.62,101.62,101.62
1.97E+07,102.18,102.18,102.18,102.18
1.97E+07,102.03,102.03,102.03,102.03
1.97E+07,101.69,101.69,101.69,101.69
1.97E+07,101.63,101.63,101.63,101.63
1.97E+07,101.98,101.98,101.98,101.98
1.97E+07,102.43,102.43,102.43,102.43
1.97E+07,102.38,102.38,102.38,102.38
1.97E+07,102.4,102.4,102.4,102.4
1.97E+07,102.41,102.41,102.41,102.41
1.97E+07,102.51,102.51,102.51,102.51
1.97E+07,102.55,102.55,102.55,102.55
1.97E+07,103.01,103.01,103.01,103.01
1.97E+07,102.89,102.89,102.89,102.89
1.97E+07,102.92,102.92,102.92,102.92
1.97E+07,103.2,103.2,103.2,103.2
1.97E+07,103.54,103.54,103.54,103.54
1.97E+07,103.53,103.53,103.53,103.53
1.97E+07,103.65,103.65,103.65,103.65
1.97E+07,103.63,103.63,103.63,103.63
1.97E+07,103.71,103.71,103.71,103.71
1.97E+07,103.61,103.61,103.61,103.61
1.97E+07,102.44,102.44,102.44,102.44
1.97E+07,101.4,101.4,101.4,101.4
1.97E+07,100.65,100.65,100.65,100.65
1.97E+07,99.97,99.97,99.97,99.97
1.97E+07,98.6,98.6,98.6,98.6
1.97E+07,97.98,97.98,97.98,97.98
1.97E+07,98.45,98.45,98.45,98.45
1.97E+07,98.14,98.14,98.14,98.14
1.97E+07,98.13,98.13,98.13,98.13
1.97E+07,98.38,98.38,98.38,98.38
1.97E+07,99.32,99.32,99.32,99.32
1.97E+07,99.71,99.71,99.71,99.71
1.97E+07,98.7,98.7,98.7,98.7
1.97E+07,98.65,98.65,98.65,98.65
1.97E+07,98.99,98.99,98.99,98.99
1.97E+07,99.32,99.32,99.32,99.32
1.97E+07,99.05,99.05,99.05,99.05
1.97E+07,98.39,98.39,98.39,98.39
1.97E+07,98,98,98,98
1.97E+07,98.25,98.25,98.25,98.25
1.97E+07,98.49,98.49,98.49,98.49
1.97E+07,99.21,99.21,99.21,99.21
1.97E+07,99.84,99.84,99.84,99.84
1.97E+07,99.63,99.63,99.63,99.63
1.97E+07,99.5,99.5,99.5,99.5
1.97E+07,99.66,99.66,99.66,99.66
1.97E+07,100.39,100.39,100.39,100.39
1.97E+07,101.1,101.1,101.1,101.1
1.97E+07,101.51,101.51,101.51,101.51
1.97E+07,101.42,101.42,101.42,101.42
1.97E+07,100.78,100.78,100.78,100.78
1.97E+07,100.68,100.68,100.68,100.68
1.97E+07,99.89,99.89,99.89,99.89
1.97E+07,100.14,100.14,100.14,100.14
1.97E+07,101.02,101.02,101.02,101.02
1.97E+07,101.55,101.55,101.55,101.55
1.97E+07,101.65,101.65,101.65,101.65
1.97E+07,101.57,101.57,101.57,101.57
1.97E+07,101.53,101.53,101.53,101.53
1.97E+07,100.63,100.63,100.63,100.63
1.97E+07,100.78,100.78,100.78,100.78
1.97E+07,101.24,101.24,101.24,101.24
1.97E+07,100.56,100.56,100.56,100.56
1.97E+07,100.78,100.78,100.78,100.78
1.97E+07,100.8,100.8,100.8,100.8
1.97E+07,101.27,101.27,101.27,101.27
1.97E+07,101.72,101.72,101.72,101.72
1.97E+07,102.03,102.03,102.03,102.03
1.97E+07,102.79,102.79,102.79,102.79
1.97E+07,103.69,103.69,103.69,103.69
1.97E+07,103.51,103.51,103.51,103.51
1.97E+07,104,104,104,104
1.97E+07,104.37,104.37,104.37,104.37
1.97E+07,104.86,104.86,104.86,104.86
1.97E+07,104.67,104.67,104.67,104.67
1.97E+07,105.1,105.1,105.1,105.1
1.97E+07,105.05,105.05,105.05,105.05
1.97E+07,104.89,104.89,104.89,104.89
1.97E+07,105.34,105.34,105.34,105.34
1.97E+07,106.16,106.16,106.16,106.16
1.97E+07,105.85,105.85,105.85,105.85
1.97E+07,105.94,105.94,105.94,105.94
1.97E+07,104.97,104.97,104.97,104.97
1.97E+07,104.04,104.04,104.04,104.04
1.97E+07,104.47,104.47,104.47,104.47
1.97E+07,104.6,104.6,104.6,104.6
1.97E+07,104.59,104.59,104.59,104.59
1.97E+07,104.36,104.36,104.36,104.36
1.97E+07,103.57,103.57,103.57,103.57
1.97E+07,103.26,103.26,103.26,103.26
1.97E+07,103.46,103.46,103.46,103.46
1.97E+07,102.94,102.94,102.94,102.94
1.97E+07,102.63,102.63,102.63,102.63
1.97E+07,102.59,102.59,102.59,102.59
1.97E+07,102.76,102.76,102.76,102.76
1.97E+07,102.12,102.12,102.12,102.12
1.97E+07,101.2,101.2,101.2,101.2
1.97E+07,100.42,100.42,100.42,100.42
1.97E+07,99.05,99.05,99.05,99.05
1.97E+07,98.26,98.26,98.26,98.26
1.97E+07,98.65,98.65,98.65,98.65
1.97E+07,98.32,98.32,98.32,98.32
1.97E+07,97.95,97.95,97.95,97.95
1.97E+07,97.81,97.81,97.81,97.81
1.97E+07,97.24,97.24,97.24,97.24
1.97E+07,96.67,96.67,96.67,96.67
1.97E+07,96.23,96.23,96.23,96.23
1.97E+07,97.32,97.32,97.32,97.32
1.97E+07,97.01,97.01,97.01,97.01
1.97E+07,97.25,97.25,97.25,97.25
1.97E+07,97.33,97.33,97.33,97.33
1.97E+07,97.71,97.71,97.71,97.71
1.97E+07,98.08,98.08,98.08,98.08
1.97E+07,98.94,98.94,98.94,98.94
1.97E+07,99.61,99.61,99.61,99.61
1.97E+07,99.03,99.03,99.03,99.03
1.97E+07,97.63,97.63,97.63,97.63
1.97E+07,96.88,96.88,96.88,96.88
1.97E+07,95.38,95.38,95.38,95.38
1.97E+07,95.77,95.77,95.77,95.77
1.97E+07,94.55,94.55,94.55,94.55
1.97E+07,94.24,94.24,94.24,94.24
1.97E+07,95.18,95.18,95.18,95.18
1.97E+07,95.76,95.76,95.76,95.76
1.97E+07,94.95,94.95,94.95,94.95
1.97E+07,93.52,93.52,93.52,93.52
1.97E+07,93.12,93.12,93.12,93.12
1.97E+07,92.8,92.8,92.8,92.8
1.97E+07,92.06,92.06,92.06,92.06
1.97E+07,90.21,90.21,90.21,90.21
1.97E+07,89.48,89.48,89.48,89.48
1.97E+07,89.93,89.93,89.93,89.93
1.97E+07,91.83,91.83,91.83,91.83
1.97E+07,93.47,93.47,93.47,93.47
1.97E+07,92.99,92.99,92.99,92.99
1.97E+07,93.41,93.41,93.41,93.41
1.97E+07,93.92,93.92,93.92,93.92
1.97E+07,93.99,93.99,93.99,93.99
1.97E+07,93.94,93.94,93.94,93.94
1.97E+07,93.36,93.36,93.36,93.36
1.97E+07,92.63,92.63,92.63,92.63
1.97E+07,92.7,92.7,92.7,92.7
1.97E+07,93.34,93.34,93.34,93.34
1.97E+07,94,94,94,94
1.97E+07,94.57,94.57,94.57,94.57
1.97E+07,95.07,95.07,95.07,95.07
1.97E+07,95.07,95.07,95.07,95.07
1.97E+07,95.35,95.35,95.35,95.35
1.97E+07,95.92,95.92,95.92,95.92
1.97E+07,94.93,94.93,94.93,94.93
1.97E+07,94.3,94.3,94.3,94.3
1.97E+07,94.49,94.49,94.49,94.49
1.97E+07,94.89,94.89,94.89,94.89
1.97E+07,95.51,95.51,95.51,95.51
1.97E+07,95.54,95.54,95.54,95.54
1.97E+07,94.98,94.98,94.98,94.98
1.97E+07,94.2,94.2,94.2,94.2
1.97E+07,93.64,93.64,93.64,93.64
1.97E+07,92.7,92.7,92.7,92.7
1.97E+07,93.38,93.38,93.38,93.38
1.97E+07,94.95,94.95,94.95,94.95
1.97E+07,94.22,94.22,94.22,94.22
1.97E+07,94.13,94.13,94.13,94.13
1.97E+07,94.87,94.87,94.87,94.87
1.97E+07,94.95,94.95,94.95,94.95
1.97E+07,94.76,94.76,94.76,94.76
1.97E+07,94.9,94.9,94.9,94.9
1.97E+07,95.19,95.19,95.19,95.19
1.97E+07,95.63,95.63,95.63,95.63
1.97E+07,95.63,95.63,95.63,95.63
1.97E+07,95.5,95.5,95.5,95.5
1.97E+07,94.77,94.77,94.77,94.77
1.97E+07,94.16,94.16,94.16,94.16
1.97E+07,93.41,93.41,93.41,93.41
1.97E+07,93.12,93.12,93.12,93.12
1.97E+07,92.52,92.52,92.52,92.52
1.97E+07,93.24,93.24,93.24,93.24
1.97E+07,93.19,93.19,93.19,93.19
1.97E+07,93.36,93.36,93.36,93.36
1.97E+07,93.09,93.09,93.09,93.09
1.97E+07,92.67,92.67,92.67,92.67
1.97E+07,93.03,93.03,93.03,93.03
1.97E+07,93.56,93.56,93.56,93.56
1.97E+07,94.95,94.95,94.95,94.95
1.97E+07,95.7,95.7,95.7,95.7
1.97E+07,95.72,95.72,95.72,95.72
1.97E+07,96.37,96.37,96.37,96.37
1.97E+07,96.25,96.25,96.25,96.25
1.97E+07,96.46,96.46,96.46,96.46
1.97E+07,97.2,97.2,97.2,97.2
1.97E+07,97.83,97.83,97.83,97.83
1.97E+07,97.46,97.46,97.46,97.46
1.97E+07,98.12,98.12,98.12,98.12
1.97E+07,97.94,97.94,97.94,97.94
1.97E+07,97.66,97.66,97.66,97.66
1.97E+07,96.81,96.81,96.81,96.81
1.97E+07,96.93,96.93,96.93,96.93
1.97E+07,97.24,97.24,97.24,97.24
1.97E+07,97.15,97.15,97.15,97.15
1.97E+07,97.21,97.21,97.21,97.21
1.97E+07,97.64,97.64,97.64,97.64
1.97E+07,97.67,97.67,97.67,97.67
1.97E+07,98.26,98.26,98.26,98.26
1.97E+07,98.33,98.33,98.33,98.33
1.97E+07,98.07,98.07,98.07,98.07
1.97E+07,97.89,97.89,97.89,97.89
1.97E+07,97.42,97.42,97.42,97.42
1.97E+07,97.07,97.07,97.07,97.07
1.97E+07,96.41,96.41,96.41,96.41
1.97E+07,96.39,96.39,96.39,96.39
1.97E+07,95.9,95.9,95.9,95.9
1.97E+07,94.91,94.91,94.91,94.91
1.97E+07,94.32,94.32,94.32,94.32
1.97E+07,93.24,93.24,93.24,93.24
1.97E+07,92.94,92.94,92.94,92.94
1.97E+07,93.27,93.27,93.27,93.27
1.97E+07,93.81,93.81,93.81,93.81
1.97E+07,93.22,93.22,93.22,93.22
1.97E+07,92.65,92.65,92.65,92.65
1.97E+07,91.65,91.65,91.65,91.65
1.97E+07,91.95,91.95,91.95,91.95
1.97E+07,91.73,91.73,91.73,91.73
1.97E+07,90.63,90.63,90.63,90.63
1.97E+07,90.55,90.55,90.55,90.55
1.97E+07,90.48,90.48,90.48,90.48
1.97E+07,90.52,90.52,90.52,90.52
1.97E+07,90.81,90.81,90.81,90.81
1.97E+07,90.54,90.54,90.54,90.54
1.97E+07,89.72,89.72,89.72,89.72
1.97E+07,89.2,89.2,89.2,89.2
1.97E+07,90.61,90.61,90.61,90.61
1.97E+07,91.38,91.38,91.38,91.38
1.97E+07,90.58,90.58,90.58,90.58
1.97E+07,90.23,90.23,90.23,90.23
1.97E+07,91.18,91.18,91.18,91.18
1.97E+07,91.89,91.89,91.89,91.89
1.97E+07,91.25,91.25,91.25,91.25
1.97E+07,91.6,91.6,91.6,91.6
1.97E+07,92.06,92.06,92.06,92.06
1.97E+07,93,93,93,93
1.97E+07,93.46,93.46,93.46,93.46
1.97E+07,92.82,92.82,92.82,92.82
1.97E+07,92.63,92.63,92.63,92.63
1.97E+07,92.68,92.68,92.68,92.68
1.97E+07,92.4,92.4,92.4,92.4
1.97E+07,91.7,91.7,91.7,91.7
1.97E+07,91.79,91.79,91.79,91.79
1.97E+07,91.65,91.65,91.65,91.65
1.97E+07,91.68,91.68,91.68,91.68
1.97E+07,90.92,90.92,90.92,90.92
1.97E+07,89.65,89.65,89.65,89.65
1.97E+07,89.83,89.83,89.83,89.83
1.97E+07,89.91,89.91,89.91,89.91
1.97E+07,89.95,89.95,89.95,89.95
1.97E+07,89.07,89.07,89.07,89.07
1.97E+07,88.17,88.17,88.17,88.17
1.97E+07,87.62,87.62,87.62,87.62
1.97E+07,86.79,86.79,86.79,86.79
1.97E+07,85.69,85.69,85.69,85.69
1.97E+07,85.02,85.02,85.02,85.02
1.97E+07,85.75,85.75,85.75,85.75
1.97E+07,86.77,86.77,86.77,86.77
1.97E+07,86.24,86.24,86.24,86.24
1.97E+07,85.9,85.9,85.9,85.9
1.97E+07,86.33,86.33,86.33,86.33
1.97E+07,87.01,87.01,87.01,87.01
1.97E+07,86.1,86.1,86.1,86.1
1.97E+07,86.94,86.94,86.94,86.94
1.97E+07,86.73,86.73,86.73,86.73
1.97E+07,86.54,86.54,86.54,86.54
1.97E+07,86.47,86.47,86.47,86.47
1.97E+07,86.37,86.37,86.37,86.37
1.97E+07,87.44,87.44,87.44,87.44
1.97E+07,87.76,87.76,87.76,87.76
1.97E+07,88.03,88.03,88.03,88.03
1.97E+07,87.99,87.99,87.99,87.99
1.97E+07,89.35,89.35,89.35,89.35
1.97E+07,88.9,88.9,88.9,88.9
1.97E+07,89.5,89.5,89.5,89.5
1.97E+07,89.71,89.71,89.71,89.71
1.97E+07,90.23,90.23,90.23,90.23
1.97E+07,90.04,90.04,90.04,90.04
1.97E+07,90,90,90,90
1.97E+07,89.44,89.44,89.44,89.44
1.97E+07,88.51,88.51,88.51,88.51
1.97E+07,88.75,88.75,88.75,88.75
1.97E+07,88.69,88.69,88.69,88.69
1.97E+07,88.33,88.33,88.33,88.33
1.97E+07,87.86,87.86,87.86,87.86
1.97E+07,86.91,86.91,86.91,86.91
1.97E+07,87.29,87.29,87.29,87.29
1.97E+07,87.54,87.54,87.54,87.54
1.97E+07,87.42,87.42,87.42,87.42
1.97E+07,87.06,87.06,87.06,87.06
1.97E+07,86.99,86.99,86.99,86.99
1.97E+07,87.98,87.98,87.98,87.98
1.97E+07,89.77,89.77,89.77,89.77
1.97E+07,89.92,89.92,89.92,89.92
1.97E+07,89.63,89.63,89.63,89.63
1.97E+07,89.63,89.63,89.63,89.63
1.97E+07,90.07,90.07,90.07,90.07
1.97E+07,89.79,89.79,89.79,89.79
1.97E+07,89.39,89.39,89.39,89.39
1.97E+07,88.76,88.76,88.76,88.76
1.97E+07,88.52,88.52,88.52,88.52
1.97E+07,88.49,88.49,88.49,88.49
1.97E+07,88.53,88.53,88.53,88.53
1.97E+07,88.24,88.24,88.24,88.24
1.97E+07,87.64,87.64,87.64,87.64
1.97E+07,86.89,86.89,86.89,86.89
1.97E+07,86.73,86.73,86.73,86.73
1.97E+07,85.88,85.88,85.88,85.88
1.97E+07,85.67,85.67,85.67,85.67
1.97E+07,85.83,85.83,85.83,85.83
1.97E+07,85.38,85.38,85.38,85.38
1.97E+07,84.27,84.27,84.27,84.27
1.97E+07,83.04,83.04,83.04,83.04
1.97E+07,82.77,82.77,82.77,82.77
1.97E+07,81.46,81.46,81.46,81.46
1.97E+07,80.27,80.27,80.27,80.27
1.97E+07,81.81,81.81,81.81,81.81
1.97E+07,81.52,81.52,81.52,81.52
1.97E+07,81.44,81.44,81.44,81.44
1.97E+07,79,79,79,79
1.97E+07,78.6,78.6,78.6,78.6
1.97E+07,79.47,79.47,79.47,79.47
1.97E+07,79.83,79.83,79.83,79.83
1.97E+07,79.44,79.44,79.44,79.44
1.97E+07,78.6,78.6,78.6,78.6
1.97E+07,77.85,77.85,77.85,77.85
1.97E+07,76.53,76.53,76.53,76.53
1.97E+07,75.44,75.44,75.44,75.44
1.97E+07,76.9,76.9,76.9,76.9
1.97E+07,76.96,76.96,76.96,76.96
1.97E+07,75.46,75.46,75.46,75.46
1.97E+07,73.52,73.52,73.52,73.52
1.97E+07,72.16,72.16,72.16,72.16
1.97E+07,72.25,72.25,72.25,72.25
1.97E+07,70.25,70.25,70.25,70.25
1.97E+07,69.29,69.29,69.29,69.29
1.97E+07,72.77,72.77,72.77,72.77
1.97E+07,74.61,74.61,74.61,74.61
1.97E+07,76.55,76.55,76.55,76.55
1.97E+07,77.84,77.84,77.84,77.84
1.97E+07,77.84,77.84,77.84,77.84
1.97E+07,78.52,78.52,78.52,78.52
1.97E+07,77.36,77.36,77.36,77.36
1.97E+07,76.17,76.17,76.17,76.17
1.97E+07,76,76,76,76
1.97E+07,76.25,76.25,76.25,76.25
1.97E+07,75.48,75.48,75.48,75.48
1.97E+07,74.45,74.45,74.45,74.45
1.97E+07,74.21,74.21,74.21,74.21
1.97E+07,74.38,74.38,74.38,74.38
1.97E+07,76.15,76.15,76.15,76.15
1.97E+07,76,76,76,76
1.97E+07,76.51,76.51,76.51,76.51
1.97E+07,77.05,77.05,77.05,77.05
1.97E+07,76.64,76.64,76.64,76.64
1.97E+07,74.76,74.76,74.76,74.76
1.97E+07,73.97,73.97,73.97,73.97
1.97E+07,74.02,74.02,74.02,74.02
1.97E+07,73.47,73.47,73.47,73.47
1.97E+07,72.89,72.89,72.89,72.89
1.97E+07,72.72,72.72,72.72,72.72
1.97E+07,73.04,73.04,73.04,73.04
1.97E+07,72.92,72.92,72.92,72.92
1.97E+07,71.78,71.78,71.78,71.78
1.97E+07,71.23,71.23,71.23,71.23
1.97E+07,73,73,73,73
1.97E+07,74.06,74.06,74.06,74.06
1.97E+07,74.57,74.57,74.57,74.57
1.97E+07,74.48,74.48,74.48,74.48
1.97E+07,74.42,74.42,74.42,74.42
1.97E+07,75.23,75.23,75.23,75.23
1.97E+07,76.34,76.34,76.34,76.34
1.97E+07,77.69,77.69,77.69,77.69
1.97E+07,77.72,77.72,77.72,77.72
1.97E+07,76.98,76.98,76.98,76.98
1.97E+07,77.03,77.03,77.03,77.03
1.97E+07,78,78,78,78
1.97E+07,77.82,77.82,77.82,77.82
1.97E+07,77.65,77.65,77.65,77.65
1.97E+07,77.77,77.77,77.77,77.77
1.97E+07,78.04,78.04,78.04,78.04
1.97E+07,78.07,78.07,78.07,78.07
1.97E+07,78.05,78.05,78.05,78.05
1.97E+07,77.02,77.02,77.02,77.02
1.97E+07,77.19,77.19,77.19,77.19
1.97E+07,77.18,77.18,77.18,77.18
1.97E+07,77.08,77.08,77.08,77.08
1.97E+07,77.28,77.28,77.28,77.28
1.97E+07,76.2,76.2,76.2,76.2
1.97E+07,75.82,75.82,75.82,75.82
1.97E+07,75.42,75.42,75.42,75.42
1.97E+07,74.76,74.76,74.76,74.76
1.97E+07,75.18,75.18,75.18,75.18
1.97E+07,75.33,75.33,75.33,75.33
1.97E+07,76.2,76.2,76.2,76.2
1.97E+07,76.96,76.96,76.96,76.96
1.97E+07,77.64,77.64,77.64,77.64
1.97E+07,79.24,79.24,79.24,79.24
1.97E+07,80.99,80.99,80.99,80.99
1.97E+07,81.12,81.12,81.12,81.12
1.97E+07,81.21,81.21,81.21,81.21
1.97E+07,81.08,81.08,81.08,81.08
1.97E+07,81.86,81.86,81.86,81.86
1.97E+07,81.52,81.52,81.52,81.52
1.97E+07,80.95,80.95,80.95,80.95
1.97E+07,80.96,80.96,80.96,80.96
1.97E+07,82.09,82.09,82.09,82.09
1.97E+07,82.83,82.83,82.83,82.83
1.97E+07,83.04,83.04,83.04,83.04
1.97E+07,82.79,82.79,82.79,82.79
1.97E+07,82.3,82.3,82.3,82.3
1.97E+07,82.52,82.52,82.52,82.52
1.97E+07,82.07,82.07,82.07,82.07
1.97E+07,81.36,81.36,81.36,81.36
1.97E+07,81.79,81.79,81.79,81.79
1.97E+07,82.29,82.29,82.29,82.29
1.97E+07,82.62,82.62,82.62,82.62
1.97E+07,81.91,81.91,81.91,81.91
1.97E+07,81.66,81.66,81.66,81.66
1.97E+07,82.83,82.83,82.83,82.83
1.97E+07,83.91,83.91,83.91,83.91
1.97E+07,83.97,83.97,83.97,83.97
1.97E+07,83.86,83.86,83.86,83.86
1.97E+07,84.3,84.3,84.3,84.3
1.97E+07,84.21,84.21,84.21,84.21
1.97E+07,84.32,84.32,84.32,84.32
1.97E+07,85.16,85.16,85.16,85.16
1.97E+07,86.47,86.47,86.47,86.47
1.97E+07,86.85,86.85,86.85,86.85
1.97E+07,86.89,86.89,86.89,86.89
1.97E+07,85.95,85.95,85.95,85.95
1.97E+07,85.08,85.08,85.08,85.08
1.97E+07,84.17,84.17,84.17,84.17
1.97E+07,84.06,84.06,84.06,84.06
1.97E+07,84.19,84.19,84.19,84.19
1.97E+07,84.65,84.65,84.65,84.65
1.97E+07,84.28,84.28,84.28,84.28
1.97E+07,83.15,83.15,83.15,83.15
1.97E+07,83.64,83.64,83.64,83.64
1.97E+07,83.66,83.66,83.66,83.66
1.97E+07,83.38,83.38,83.38,83.38
1.97E+07,83.77,83.77,83.77,83.77
1.97E+07,83.31,83.31,83.31,83.31
1.97E+07,83.12,83.12,83.12,83.12
1.97E+07,83.43,83.43,83.43,83.43
1.97E+07,83.36,83.36,83.36,83.36
1.97E+07,83.25,83.25,83.25,83.25
1.97E+07,83.51,83.51,83.51,83.51
1.97E+07,84.22,84.22,84.22,84.22
1.97E+07,84.39,84.39,84.39,84.39
1.97E+07,84.1,84.1,84.1,84.1
1.97E+07,84.22,84.22,84.22,84.22
1.97E+07,84.67,84.67,84.67,84.67
1.97E+07,84.79,84.79,84.79,84.79
1.97E+07,85.03,85.03,85.03,85.03
1.97E+07,84.15,84.15,84.15,84.15
1.97E+07,83.37,83.37,83.37,83.37
1.97E+07,83.24,83.24,83.24,83.24
1.97E+07,83.34,83.34,83.34,83.34
1.97E+07,82.79,82.79,82.79,82.79
1.97E+07,82.91,82.91,82.91,82.91
1.97E+07,83.72,83.72,83.72,83.72
1.97E+07,84.24,84.24,84.24,84.24
1.97E+07,84.78,84.78,84.78,84.78
1.97E+07,85.09,85.09,85.09,85.09
1.97E+07,85.93,85.93,85.93,85.93
1.97E+07,87.2,87.2,87.2,87.2
1.97E+07,87.47,87.47,87.47,87.47
1.97E+07,88.48,88.48,88.48,88.48
1.97E+07,88.9,88.9,88.9,88.9
1.97E+07,89.46,89.46,89.46,89.46
1.97E+07,89.94,89.94,89.94,89.94
1.97E+07,89.47,89.47,89.47,89.47
1.97E+07,89.54,89.54,89.54,89.54
1.97E+07,89.92,89.92,89.92,89.92
1.97E+07,90.26,90.26,90.26,90.26
1.97E+07,89.8,89.8,89.8,89.8
1.97E+07,89.66,89.66,89.66,89.66
1.97E+07,89.72,89.72,89.72,89.72
1.97E+07,90.04,90.04,90.04,90.04
1.97E+07,90.22,90.22,90.22,90.22
1.97E+07,89.94,89.94,89.94,89.94
1.97E+07,90.04,90.04,90.04,90.04
1.97E+07,90.1,90.1,90.1,90.1
1.97E+07,90.61,90.61,90.61,90.61
1.97E+07,91.09,91.09,91.09,91.09
1.97E+07,92.08,92.08,92.08,92.08
1.97E+07,92.27,92.27,92.27,92.27
1.97E+07,92.15,92.15,92.15,92.15
1.97E+07,91.15,91.15,91.15,91.15
1.97E+07,91.8,91.8,91.8,91.8
1.97E+07,92.35,92.35,92.35,92.35
1.97E+07,92.38,92.38,92.38,92.38
1.97E+07,92.19,92.19,92.19,92.19
1.97E+07,91.98,91.98,91.98,91.98
1.97E+07,92.72,92.72,92.72,92.72
1.97E+07,92.56,92.56,92.56,92.56
1.97E+07,92.8,92.8,92.8,92.8
1.97E+07,93.03,93.03,93.03,93.03
1.97E+07,93.41,93.41,93.41,93.41
1.97E+07,93.76,93.76,93.76,93.76
1.97E+07,93.78,93.78,93.78,93.78
1.97E+07,94.19,94.19,94.19,94.19
1.97E+07,94.88,94.88,94.88,94.88
1.97E+07,95.28,95.28,95.28,95.28
1.97E+07,95.59,95.59,95.59,95.59
1.97E+07,94.89,94.89,94.89,94.89
1.97E+07,95.21,95.21,95.21,95.21
1.97E+07,95.88,95.88,95.88,95.88
1.97E+07,96.42,96.42,96.42,96.42
1.97E+07,96.43,96.43,96.43,96.43
1.97E+07,96.63,96.63,96.63,96.63
1.97E+07,96.62,96.62,96.62,96.62
1.97E+07,96.93,96.93,96.93,96.93
1.97E+07,97.45,97.45,97.45,97.45
1.97E+07,97.51,97.51,97.51,97.51
1.97E+07,97.39,97.39,97.39,97.39
1.97E+07,97.91,97.91,97.91,97.91
1.97E+07,98.43,98.43,98.43,98.43
1.97E+07,98.66,98.66,98.66,98.66
1.97E+07,98.2,98.2,98.2,98.2
1.97E+07,97.56,97.56,97.56,97.56
1.97E+07,96.74,96.74,96.74,96.74
1.97E+07,95.72,95.72,95.72,95.72
1.97E+07,96.09,96.09,96.09,96.09
1.97E+07,96.73,96.73,96.73,96.73
1.97E+07,96.92,96.92,96.92,96.92
1.97E+07,96.75,96.75,96.75,96.75
1.97E+07,97,97,97,97
1.97E+07,96.98,96.98,96.98,96.98
1.97E+07,96.95,96.95,96.95,96.95
1.97E+07,97.92,97.92,97.92,97.92
1.97E+07,98.96,98.96,98.96,98.96
1.97E+07,99.38,99.38,99.38,99.38
1.97E+07,99.46,99.46,99.46,99.46
1.97E+07,99.3,99.3,99.3,99.3
1.97E+07,99.39,99.39,99.39,99.39
1.97E+07,99.57,99.57,99.57,99.57
1.97E+07,100.71,100.71,100.71,100.71
1.97E+07,101.21,101.21,101.21,101.21
1.97E+07,101.12,101.12,101.12,101.12
1.97E+07,101.19,101.19,101.19,101.19
1.97E+07,101.01,101.01,101.01,101.01
1.97E+07,100.62,100.62,100.62,100.62
1.97E+07,100.28,100.28,100.28,100.28
1.97E+07,99.62,99.62,99.62,99.62
1.97E+07,99.61,99.61,99.61,99.61
1.97E+07,99.95,99.95,99.95,99.95
1.97E+07,100.03,100.03,100.03,100.03
1.97E+07,100.26,100.26,100.26,100.26
1.97E+07,100.31,100.31,100.31,100.31
1.97E+07,100.39,100.39,100.39,100.39
1.97E+07,100.56,100.56,100.56,100.56
1.97E+07,100.79,100.79,100.79,100.79
1.97E+07,101.51,101.51,101.51,101.51
1.97E+07,101.98,101.98,101.98,101.98
1.97E+07,102.1,102.1,102.1,102.1
1.97E+07,102.88,102.88,102.88,102.88
1.97E+07,102.98,102.98,102.98,102.98
1.97E+07,103.37,103.37,103.37,103.37
1.97E+07,103.52,103.52,103.52,103.52
1.97E+07,103.49,103.49,103.49,103.49
1.97E+07,104.01,104.01,104.01,104.01
1.97E+07,103.61,103.61,103.61,103.61
1.97E+07,103.36,103.36,103.36,103.36
1.97E+07,103.56,103.56,103.56,103.56
1.97E+07,104.05,104.05,104.05,104.05
1.97E+07,103.94,103.94,103.94,103.94
1.97E+07,104.39,104.39,104.39,104.39
1.97E+07,104.77,104.77,104.77,104.77
1.97E+07,104.63,104.63,104.63,104.63
1.97E+07,103.95,103.95,103.95,103.95
1.97E+07,103.29,103.29,103.29,103.29
1.97E+07,103.79,103.79,103.79,103.79
1.97E+07,103.78,103.78,103.78,103.78
1.97E+07,103.23,103.23,103.23,103.23
1.97E+07,102.87,102.87,102.87,102.87
1.97E+07,102.36,102.36,102.36,102.36
1.97E+07,102.62,102.62,102.62,102.62
1.97E+07,102.9,102.9,102.9,102.9
1.97E+07,102.69,102.69,102.69,102.69
1.97E+07,102.21,102.21,102.21,102.21
1.97E+07,100.69,100.69,100.69,100.69
1.97E+07,100.83,100.83,100.83,100.83
1.97E+07,101.07,101.07,101.07,101.07
1.97E+07,101.31,101.31,101.31,101.31
1.97E+07,100.99,100.99,100.99,100.99
1.97E+07,100.13,100.13,100.13,100.13
1.97E+07,99.47,99.47,99.47,99.47
1.97E+07,99.59,99.59,99.59,99.59
1.97E+07,99.4,99.4,99.4,99.4
1.97E+07,99.63,99.63,99.63,99.63
1.97E+07,100.2,100.2,100.2,100.2
1.97E+07,100.96,100.96,100.96,100.96
1.97E+07,101.01,101.01,101.01,101.01
1.97E+07,101.3,101.3,101.3,101.3
1.97E+07,101.14,101.14,101.14,101.14
1.97E+07,100.32,100.32,100.32,100.32
1.97E+07,100.29,100.29,100.29,100.29
1.97E+07,100.64,100.64,100.64,100.64
1.97E+07,101.07,101.07,101.07,101.07
1.97E+07,100.22,100.22,100.22,100.22
1.97E+07,100.32,100.32,100.32,100.32
1.97E+07,100.52,100.52,100.52,100.52
1.97E+07,100.5,100.5,100.5,100.5
